customer_id,credit_card_number,credit_limit,credit_score,annual_income,employment_status,loan_amount,loan_purpose,loan_term,interest_rate,Debt_to_Income,Missed_Payments,Loan_Default_History,Credit_History_Years
347,63040012058070850,1640.6,528,241079.74,error: undefined method `first' for nil:NilClass,100571.34,error: undefined method `first' for nil:NilClass,83,31.49,0.705,17,true,0.8
348,3573819104959188,10788.75,790,234072.08,error: undefined method `first' for nil:NilClass,20276.95,error: undefined method `first' for nil:NilClass,56,29.21,0.228,1,false,1.0
349,3572584571178701,22379.3,582,428294.95,error: undefined method `first' for nil:NilClass,48757.48,error: undefined method `first' for nil:NilClass,80,16.27,0.287,19,true,20.2
350,564182463621415475,27805.6,567,91262.91,error: undefined method `first' for nil:NilClass,46859.63,error: undefined method `first' for nil:NilClass,50,35.16,0.895,0,false,18.1
351,5402685605690834,25095.61,672,41516.14,error: undefined method `first' for nil:NilClass,87594.57,error: undefined method `first' for nil:NilClass,80,27.56,0.987,23,true,7.8
352,58932718994032660,12179.21,526,91367.18,error: undefined method `first' for nil:NilClass,74027.22,error: undefined method `first' for nil:NilClass,25,30.43,0.84,17,false,16.4
353,6331104586084991492,17191.67,436,474410.32,error: undefined method `first' for nil:NilClass,40170.31,error: undefined method `first' for nil:NilClass,33,23.18,0.141,7,true,18.1
354,3565631403171195,15787.68,590,181923.91,error: undefined method `first' for nil:NilClass,64754.81,error: undefined method `first' for nil:NilClass,21,6.09,0.997,9,false,29.7
355,345854117306005,35056.43,347,299381.85,error: undefined method `first' for nil:NilClass,22819.55,error: undefined method `first' for nil:NilClass,32,21.5,0.91,10,true,12.3
356,4903207004805066,10484.21,778,152096.79,error: undefined method `first' for nil:NilClass,45742.62,error: undefined method `first' for nil:NilClass,46,26.49,0.774,12,true,1.7
357,3582352747850597,6151.23,470,23854.2,error: undefined method `first' for nil:NilClass,118356.63,error: undefined method `first' for nil:NilClass,74,35.41,0.442,4,false,30.5
358,6304702109940978505,23640.89,604,68298.45,error: undefined method `first' for nil:NilClass,147433.86,error: undefined method `first' for nil:NilClass,57,3.11,0.257,15,true,13.5
359,201855874497385,24429.38,303,461492.27,error: undefined method `first' for nil:NilClass,15717.52,error: undefined method `first' for nil:NilClass,48,29.6,0.359,12,false,12.2
360,3581988807352395,4266.92,633,352225.06,error: undefined method `first' for nil:NilClass,91265.22,error: undefined method `first' for nil:NilClass,75,1.36,0.607,14,true,15.1
361,676204539232948735,45276.02,542,279404.77,error: undefined method `first' for nil:NilClass,115553.89,error: undefined method `first' for nil:NilClass,18,6.81,0.451,9,false,6.6
362,4917951427112196,22730.22,571,78579.03,error: undefined method `first' for nil:NilClass,86469.66,error: undefined method `first' for nil:NilClass,6,29.09,0.641,4,true,18.3
363,379293230038956,16644.2,389,497495.46,error: undefined method `first' for nil:NilClass,137132.85,error: undefined method `first' for nil:NilClass,36,15.96,0.188,2,true,16.9
364,5038123357626907,32865.59,656,174721.42,error: undefined method `first' for nil:NilClass,98950.02,error: undefined method `first' for nil:NilClass,77,23.96,0.767,3,true,36.4
365,3558384685055186,19516.36,474,199082.73,error: undefined method `first' for nil:NilClass,132838.05,error: undefined method `first' for nil:NilClass,56,3.93,0.754,19,true,21.4
366,4041591624132453,40914.51,670,166062.81,error: undefined method `first' for nil:NilClass,163490.23,error: undefined method `first' for nil:NilClass,28,32.49,0.243,9,false,17.4
367,3536993969243461,2748.08,484,193301.47,error: undefined method `first' for nil:NilClass,114421.24,error: undefined method `first' for nil:NilClass,16,15.79,0.174,8,true,21.3
368,3540711716913184,7844.4,325,400045.69,error: undefined method `first' for nil:NilClass,24905.24,error: undefined method `first' for nil:NilClass,6,4.2,0.518,24,false,30.7
369,337941258578292,29910.16,394,366993.08,error: undefined method `first' for nil:NilClass,59191.92,error: undefined method `first' for nil:NilClass,76,11.58,0.586,9,true,7.6
370,5602232326871225,45991.02,624,302149.5,error: undefined method `first' for nil:NilClass,35958.18,error: undefined method `first' for nil:NilClass,34,11.88,0.928,3,true,25.0
371,201783314898527,39314.74,841,93156.52,error: undefined method `first' for nil:NilClass,70225.3,error: undefined method `first' for nil:NilClass,15,18.54,0.444,11,true,21.0
372,5554743709432441,47157.11,352,36741.76,error: undefined method `first' for nil:NilClass,57267.36,error: undefined method `first' for nil:NilClass,47,2.59,0.879,7,true,2.7
373,6762849231613725,39652.0,770,340669.86,error: undefined method `first' for nil:NilClass,106740.56,error: undefined method `first' for nil:NilClass,84,22.52,0.029,14,false,26.7
374,502095513293575596,13566.98,439,192140.62,error: undefined method `first' for nil:NilClass,104330.35,error: undefined method `first' for nil:NilClass,19,10.14,0.859,5,true,22.0
375,5309702630435970,48863.33,462,277622.98,error: undefined method `first' for nil:NilClass,45235.98,error: undefined method `first' for nil:NilClass,70,12.98,0.948,23,false,2.9
376,6391665477580132,49359.64,548,50608.22,error: undefined method `first' for nil:NilClass,69552.17,error: undefined method `first' for nil:NilClass,6,7.34,0.782,7,true,28.2
377,5602236050353977472,41661.0,827,111886.16,error: undefined method `first' for nil:NilClass,3698.15,error: undefined method `first' for nil:NilClass,54,12.07,0.801,2,true,12.1
378,633110850296865960,30669.83,544,469485.64,error: undefined method `first' for nil:NilClass,84823.16,error: undefined method `first' for nil:NilClass,14,34.25,0.321,2,true,36.8
379,6382819700881590,28516.1,355,207478.17,error: undefined method `first' for nil:NilClass,12852.45,error: undefined method `first' for nil:NilClass,40,24.4,0.775,16,true,28.9
380,6333559583495593,25096.69,771,58517.74,error: undefined method `first' for nil:NilClass,127772.77,error: undefined method `first' for nil:NilClass,45,17.07,0.946,23,true,9.3
381,5602242638335561,16760.51,351,419501.26,error: undefined method `first' for nil:NilClass,138895.01,error: undefined method `first' for nil:NilClass,79,32.81,0.103,21,true,32.9
382,3554608363005533,41060.19,764,114661.92,error: undefined method `first' for nil:NilClass,136473.11,error: undefined method `first' for nil:NilClass,49,32.85,0.126,10,true,33.3
383,3578080949891186,15614.17,652,231508.57,error: undefined method `first' for nil:NilClass,33271.28,error: undefined method `first' for nil:NilClass,9,16.23,0.899,24,true,38.6
384,4917760157834592,8706.23,594,333661.61,error: undefined method `first' for nil:NilClass,56034.92,error: undefined method `first' for nil:NilClass,52,21.08,0.479,21,false,33.0
385,374622900830687,2784.39,310,22862.84,error: undefined method `first' for nil:NilClass,141259.04,error: undefined method `first' for nil:NilClass,29,29.27,0.371,23,true,4.1
386,3532563953965611,30203.36,814,156308.51,error: undefined method `first' for nil:NilClass,73432.83,error: undefined method `first' for nil:NilClass,7,9.22,0.31,22,false,27.9
387,3530919148187622,33688.6,331,153970.75,error: undefined method `first' for nil:NilClass,80588.64,error: undefined method `first' for nil:NilClass,73,15.68,0.892,12,false,38.3
388,6334954067215378,17543.88,545,302521.67,error: undefined method `first' for nil:NilClass,107272.69,error: undefined method `first' for nil:NilClass,17,25.05,0.716,14,true,35.3
389,30029899771706,25500.93,585,465354.94,error: undefined method `first' for nil:NilClass,61914.51,error: undefined method `first' for nil:NilClass,11,13.03,0.542,2,true,30.3
390,3570120198009391,6566.43,672,121426.47,error: undefined method `first' for nil:NilClass,135903.03,error: undefined method `first' for nil:NilClass,47,23.04,0.171,1,false,15.3
391,3569421599852196,21613.7,791,369722.71,error: undefined method `first' for nil:NilClass,121121.82,error: undefined method `first' for nil:NilClass,17,22.85,0.948,2,false,27.9
392,6398491349472827,9618.1,453,228618.02,error: undefined method `first' for nil:NilClass,123483.78,error: undefined method `first' for nil:NilClass,27,25.21,0.56,24,true,27.3
393,3547907822943718,18766.45,683,353308.38,error: undefined method `first' for nil:NilClass,111079.48,error: undefined method `first' for nil:NilClass,57,11.57,0.682,8,false,24.8
394,5108757552092111,25796.0,757,366272.57,error: undefined method `first' for nil:NilClass,180912.08,error: undefined method `first' for nil:NilClass,24,24.17,0.277,8,false,6.6
395,3528173176165340,17642.3,524,151476.44,error: undefined method `first' for nil:NilClass,87607.59,error: undefined method `first' for nil:NilClass,77,19.63,0.215,7,true,27.5
396,3581183930514166,31072.92,711,86015.26,error: undefined method `first' for nil:NilClass,158984.6,error: undefined method `first' for nil:NilClass,52,24.42,0.361,7,false,38.7
397,30390760140839,17505.74,828,84678.54,error: undefined method `first' for nil:NilClass,74577.53,error: undefined method `first' for nil:NilClass,54,16.7,0.837,1,true,4.5
398,337941143402542,48574.87,498,73968.02,error: undefined method `first' for nil:NilClass,28160.65,error: undefined method `first' for nil:NilClass,8,28.63,0.469,23,true,30.3
399,6771955310151189626,44332.92,333,211756.73,error: undefined method `first' for nil:NilClass,178993.49,error: undefined method `first' for nil:NilClass,65,8.38,0.169,7,true,27.0
400,201715924296213,14060.83,791,393088.0,error: undefined method `first' for nil:NilClass,30085.76,error: undefined method `first' for nil:NilClass,43,10.97,0.308,24,true,15.6
401,3580364054081718,9426.9,697,284612.81,error: undefined method `first' for nil:NilClass,13054.98,error: undefined method `first' for nil:NilClass,45,28.26,0.02,7,true,37.6
402,3562860794306317,11650.24,613,302936.64,error: undefined method `first' for nil:NilClass,72238.5,error: undefined method `first' for nil:NilClass,22,20.38,0.991,11,false,15.6
403,564182815591663402,2170.18,737,79812.29,error: undefined method `first' for nil:NilClass,123443.42,error: undefined method `first' for nil:NilClass,45,9.14,0.593,4,true,5.6
404,3575715847530369,49263.5,394,242170.16,error: undefined method `first' for nil:NilClass,68311.95,error: undefined method `first' for nil:NilClass,70,2.06,0.516,9,false,1.0
405,56022190446950441,41781.87,493,197034.1,error: undefined method `first' for nil:NilClass,145306.44,error: undefined method `first' for nil:NilClass,22,21.82,0.193,15,true,39.2
406,3553316576047802,16433.59,553,304747.35,error: undefined method `first' for nil:NilClass,149511.84,error: undefined method `first' for nil:NilClass,8,1.09,0.351,12,false,7.2
407,201877860218443,43514.24,359,161262.84,error: undefined method `first' for nil:NilClass,164788.32,error: undefined method `first' for nil:NilClass,28,7.67,0.906,9,false,18.1
408,4913245593580540,30279.15,832,195966.53,error: undefined method `first' for nil:NilClass,139699.24,error: undefined method `first' for nil:NilClass,31,30.36,0.945,16,true,8.5
409,3580332153534911,14381.92,443,113212.55,error: undefined method `first' for nil:NilClass,103449.97,error: undefined method `first' for nil:NilClass,11,1.45,0.593,19,false,35.8
410,6382510956837853,39382.63,731,483194.4,error: undefined method `first' for nil:NilClass,186728.39,error: undefined method `first' for nil:NilClass,44,34.95,0.596,4,false,23.5
411,5020408474293342208,26455.17,444,393964.71,error: undefined method `first' for nil:NilClass,93542.11,error: undefined method `first' for nil:NilClass,84,5.83,0.616,6,false,14.7
412,3569419464573509,12800.02,454,244889.88,error: undefined method `first' for nil:NilClass,68240.22,error: undefined method `first' for nil:NilClass,47,13.79,0.302,12,true,38.7
413,3572597532691026,22376.59,388,132049.1,error: undefined method `first' for nil:NilClass,126684.75,error: undefined method `first' for nil:NilClass,26,3.6,0.076,20,false,6.1
414,3581793326413219,33784.73,354,110905.01,error: undefined method `first' for nil:NilClass,23580.95,error: undefined method `first' for nil:NilClass,24,18.2,0.08,9,false,10.2
415,30069295325954,14251.0,715,105605.96,error: undefined method `first' for nil:NilClass,83083.31,error: undefined method `first' for nil:NilClass,36,31.99,0.563,1,true,8.2
416,349150153576502,19968.65,777,260546.74,error: undefined method `first' for nil:NilClass,37375.76,error: undefined method `first' for nil:NilClass,17,30.96,0.514,15,true,15.8
417,3531617162043361,48343.96,368,40463.93,error: undefined method `first' for nil:NilClass,187016.62,error: undefined method `first' for nil:NilClass,55,34.2,0.097,5,true,16.5
418,560224484598817715,643.0,375,350623.64,error: undefined method `first' for nil:NilClass,37892.84,error: undefined method `first' for nil:NilClass,12,8.35,0.048,13,true,26.4
419,3564538495143597,23233.56,320,214359.44,error: undefined method `first' for nil:NilClass,27093.86,error: undefined method `first' for nil:NilClass,22,11.99,0.627,14,false,8.7
420,3578216138503535,12635.73,410,236364.41,error: undefined method `first' for nil:NilClass,37816.68,error: undefined method `first' for nil:NilClass,59,7.97,0.275,15,true,12.4
421,3575525623994493,24235.04,848,227025.42,error: undefined method `first' for nil:NilClass,78746.93,error: undefined method `first' for nil:NilClass,19,2.09,0.947,16,true,14.3
422,4508919738581180,16925.91,526,218489.98,error: undefined method `first' for nil:NilClass,1306.92,error: undefined method `first' for nil:NilClass,69,24.16,0.297,3,true,13.0
423,5610515071550485,18659.65,621,456732.93,error: undefined method `first' for nil:NilClass,170212.35,error: undefined method `first' for nil:NilClass,69,30.74,0.814,16,false,0.5
424,3584552764013445,32436.7,549,265577.3,error: undefined method `first' for nil:NilClass,4748.5,error: undefined method `first' for nil:NilClass,28,9.31,0.041,3,true,28.2
425,5100176416626444,47004.31,405,311867.99,error: undefined method `first' for nil:NilClass,150062.01,error: undefined method `first' for nil:NilClass,49,18.56,0.953,23,true,22.0
426,4844696084233300,7172.86,472,477613.0,error: undefined method `first' for nil:NilClass,160719.02,error: undefined method `first' for nil:NilClass,66,35.79,0.845,13,false,8.2
427,3564420050329970,18842.53,709,213444.06,error: undefined method `first' for nil:NilClass,56772.93,error: undefined method `first' for nil:NilClass,49,4.5,0.616,7,false,2.7
428,4017951758986,18678.08,517,465717.7,error: undefined method `first' for nil:NilClass,23579.45,error: undefined method `first' for nil:NilClass,69,15.5,0.072,24,false,5.3
429,3562068026887068,45442.06,312,323380.96,error: undefined method `first' for nil:NilClass,180941.34,error: undefined method `first' for nil:NilClass,58,35.31,0.533,1,true,12.2
430,676355259071171482,20975.24,493,355156.38,error: undefined method `first' for nil:NilClass,12285.19,error: undefined method `first' for nil:NilClass,20,19.24,0.205,21,true,5.2
431,3570191487374515,32539.27,415,205324.38,error: undefined method `first' for nil:NilClass,155209.26,error: undefined method `first' for nil:NilClass,53,12.82,0.615,13,true,0.1
432,3533493799977837,35906.28,419,90988.2,error: undefined method `first' for nil:NilClass,5250.36,error: undefined method `first' for nil:NilClass,65,35.65,0.076,9,false,13.5
433,3562065163897546,7971.68,817,65038.0,error: undefined method `first' for nil:NilClass,159957.27,error: undefined method `first' for nil:NilClass,30,16.02,0.794,23,true,2.3
434,3559783985542521,41331.31,514,83928.32,error: undefined method `first' for nil:NilClass,151156.57,error: undefined method `first' for nil:NilClass,29,2.36,0.784,0,true,31.6
435,5100175730114293,6843.3,416,15519.69,error: undefined method `first' for nil:NilClass,94287.92,error: undefined method `first' for nil:NilClass,50,21.34,0.537,20,false,38.0
436,3589943730701004,15180.04,708,398981.77,error: undefined method `first' for nil:NilClass,44942.33,error: undefined method `first' for nil:NilClass,63,24.07,0.721,16,false,22.5
437,6395420963036108,26701.87,792,333071.27,error: undefined method `first' for nil:NilClass,24111.13,error: undefined method `first' for nil:NilClass,34,5.48,0.161,9,false,6.6
438,337941296992240,29569.31,381,338537.15,error: undefined method `first' for nil:NilClass,67985.15,error: undefined method `first' for nil:NilClass,74,35.67,0.914,15,true,1.5
439,564182727333543661,751.68,624,499438.07,error: undefined method `first' for nil:NilClass,141346.58,error: undefined method `first' for nil:NilClass,69,27.63,0.445,14,true,14.5
440,3587173011757523,48420.74,637,302710.64,error: undefined method `first' for nil:NilClass,90725.38,error: undefined method `first' for nil:NilClass,77,26.09,0.137,10,false,39.2
441,3562697655432075,40835.54,620,366466.12,error: undefined method `first' for nil:NilClass,55048.88,error: undefined method `first' for nil:NilClass,38,2.46,0.403,9,true,4.6
442,4017958364705,7728.13,455,367318.66,error: undefined method `first' for nil:NilClass,139810.72,error: undefined method `first' for nil:NilClass,75,20.05,0.113,15,false,14.4
443,5610348674482215,32963.87,313,55166.03,error: undefined method `first' for nil:NilClass,114612.39,error: undefined method `first' for nil:NilClass,78,16.36,0.005,11,true,36.4
444,3569292413510025,9742.99,808,382256.95,error: undefined method `first' for nil:NilClass,66429.75,error: undefined method `first' for nil:NilClass,70,11.07,0.842,0,true,11.2
445,677186912232926219,9001.92,538,64312.9,error: undefined method `first' for nil:NilClass,60559.32,error: undefined method `first' for nil:NilClass,40,25.43,0.822,20,false,21.4
446,3567144266306492,31506.97,717,329055.02,error: undefined method `first' for nil:NilClass,54111.33,error: undefined method `first' for nil:NilClass,47,1.55,0.136,14,false,40.0
447,6304303764321704186,39087.35,736,482654.35,error: undefined method `first' for nil:NilClass,65000.03,error: undefined method `first' for nil:NilClass,23,13.11,0.975,24,false,31.7
448,201729881490545,1651.76,525,359792.61,error: undefined method `first' for nil:NilClass,38604.65,error: undefined method `first' for nil:NilClass,56,5.7,0.429,7,true,34.1
449,30562013269330,12944.74,546,469041.83,error: undefined method `first' for nil:NilClass,116556.13,error: undefined method `first' for nil:NilClass,75,10.97,0.957,0,true,33.0
450,30425625131852,21135.04,696,448017.09,error: undefined method `first' for nil:NilClass,51833.37,error: undefined method `first' for nil:NilClass,24,15.72,0.97,15,true,24.7
451,3546706899075458,3472.45,585,320837.68,error: undefined method `first' for nil:NilClass,108016.72,error: undefined method `first' for nil:NilClass,31,2.86,0.76,19,false,29.8
452,3536457814417589,6457.96,606,160296.09,error: undefined method `first' for nil:NilClass,80190.11,error: undefined method `first' for nil:NilClass,11,20.33,0.603,18,true,1.1
453,3573962649898261,25859.87,728,46448.96,error: undefined method `first' for nil:NilClass,2606.55,error: undefined method `first' for nil:NilClass,42,12.4,0.816,20,true,2.4
454,3580019652267214,17963.81,585,286604.79,error: undefined method `first' for nil:NilClass,163256.57,error: undefined method `first' for nil:NilClass,53,11.92,0.575,8,true,24.7
455,5610174620219646,41734.74,356,115907.2,error: undefined method `first' for nil:NilClass,149065.69,error: undefined method `first' for nil:NilClass,40,4.88,0.186,0,true,28.6
456,3556745504514979,12789.16,665,386192.2,error: undefined method `first' for nil:NilClass,1173.57,error: undefined method `first' for nil:NilClass,57,26.1,0.257,22,true,37.2
457,30222429600509,43083.07,425,294087.7,error: undefined method `first' for nil:NilClass,47174.53,error: undefined method `first' for nil:NilClass,31,15.38,0.082,10,false,16.2
458,4026595865873765,18755.1,466,436688.63,error: undefined method `first' for nil:NilClass,71096.36,error: undefined method `first' for nil:NilClass,72,1.45,0.66,14,true,24.1
459,337941153609655,36459.8,375,325133.4,error: undefined method `first' for nil:NilClass,51204.89,error: undefined method `first' for nil:NilClass,9,17.58,0.562,9,false,35.7
460,3583760775621285,19557.34,587,156069.78,error: undefined method `first' for nil:NilClass,134004.29,error: undefined method `first' for nil:NilClass,26,18.79,0.88,2,false,23.3
461,6389029880248841,25930.44,829,162283.57,error: undefined method `first' for nil:NilClass,69284.03,error: undefined method `first' for nil:NilClass,74,7.02,0.18,12,true,23.0
462,3577436661912926,9876.63,699,16850.07,error: undefined method `first' for nil:NilClass,112762.04,error: undefined method `first' for nil:NilClass,82,14.17,0.834,15,true,1.2
463,5602211458137910,37699.46,357,121267.9,error: undefined method `first' for nil:NilClass,30256.03,error: undefined method `first' for nil:NilClass,32,26.7,0.352,2,true,9.0
464,3583073333933683,34826.42,589,156442.21,error: undefined method `first' for nil:NilClass,7890.18,error: undefined method `first' for nil:NilClass,15,17.75,0.448,17,true,1.9
465,5602245596712382,11332.68,820,448888.53,error: undefined method `first' for nil:NilClass,191445.62,error: undefined method `first' for nil:NilClass,43,11.75,0.984,1,false,33.0
466,30449254624383,11477.68,446,54629.2,error: undefined method `first' for nil:NilClass,140731.13,error: undefined method `first' for nil:NilClass,64,21.59,0.393,4,true,11.6
467,5534836435438024,45789.33,500,479794.27,error: undefined method `first' for nil:NilClass,81080.01,error: undefined method `first' for nil:NilClass,62,18.37,0.807,14,false,28.4
468,67712609668447895,32978.51,680,232314.1,error: undefined method `first' for nil:NilClass,77700.43,error: undefined method `first' for nil:NilClass,25,6.41,0.67,19,false,0.4
469,4017950271969528,24656.44,657,419215.06,error: undefined method `first' for nil:NilClass,25521.77,error: undefined method `first' for nil:NilClass,64,25.7,0.447,6,false,9.4
470,3553635156104364,7382.16,392,149532.17,error: undefined method `first' for nil:NilClass,179093.04,error: undefined method `first' for nil:NilClass,30,6.58,0.858,1,false,29.2
471,3572644889162597,11054.11,392,285847.89,error: undefined method `first' for nil:NilClass,165744.41,error: undefined method `first' for nil:NilClass,76,16.04,0.667,24,true,38.3
472,3543657214419462,8090.01,753,249213.88,error: undefined method `first' for nil:NilClass,164366.87,error: undefined method `first' for nil:NilClass,6,29.2,0.158,1,true,15.7
473,5464211077925338,28863.56,778,162646.89,error: undefined method `first' for nil:NilClass,101126.98,error: undefined method `first' for nil:NilClass,68,23.32,0.837,7,false,24.3
474,5100175717278418,49992.03,448,192307.76,error: undefined method `first' for nil:NilClass,185367.66,error: undefined method `first' for nil:NilClass,82,7.68,0.686,4,false,24.8
475,3551672822008945,28027.9,753,256189.83,error: undefined method `first' for nil:NilClass,183524.52,error: undefined method `first' for nil:NilClass,31,15.64,0.404,14,true,21.4
476,374012883504691,34080.41,602,185406.68,error: undefined method `first' for nil:NilClass,96555.86,error: undefined method `first' for nil:NilClass,8,15.64,0.515,3,true,34.9
477,5010129525889253,43062.38,518,418383.65,error: undefined method `first' for nil:NilClass,102755.11,error: undefined method `first' for nil:NilClass,59,19.58,0.117,19,true,9.2
478,3554136907057695,949.08,798,33687.48,error: undefined method `first' for nil:NilClass,47077.01,error: undefined method `first' for nil:NilClass,50,10.49,0.405,1,true,37.7
479,3548568921850185,21401.63,548,175011.99,error: undefined method `first' for nil:NilClass,51107.31,error: undefined method `first' for nil:NilClass,29,33.64,0.507,23,true,26.4
480,5404968061769831,39033.33,636,114160.14,error: undefined method `first' for nil:NilClass,161429.67,error: undefined method `first' for nil:NilClass,33,7.08,0.709,11,true,33.8
481,3576642082939031,2527.69,419,384518.89,error: undefined method `first' for nil:NilClass,11548.82,error: undefined method `first' for nil:NilClass,7,7.84,0.558,8,true,39.9
482,67091731225716447,36286.91,715,434669.38,error: undefined method `first' for nil:NilClass,163171.4,error: undefined method `first' for nil:NilClass,16,13.57,0.642,7,false,21.0
483,201781269008076,26527.62,536,75723.51,error: undefined method `first' for nil:NilClass,84495.53,error: undefined method `first' for nil:NilClass,31,17.48,0.752,4,false,33.9
484,5602245293661569,12950.04,794,482534.84,error: undefined method `first' for nil:NilClass,171561.52,error: undefined method `first' for nil:NilClass,75,34.77,0.954,19,false,19.8
485,5273541186372779,43614.67,841,89344.18,error: undefined method `first' for nil:NilClass,163162.7,error: undefined method `first' for nil:NilClass,17,11.82,0.523,23,false,23.4
486,4041375203221,36013.68,624,47042.04,error: undefined method `first' for nil:NilClass,164103.71,error: undefined method `first' for nil:NilClass,64,32.95,0.9,0,false,25.6
487,3545789026806608,46203.35,844,245790.83,error: undefined method `first' for nil:NilClass,111707.72,error: undefined method `first' for nil:NilClass,27,15.18,0.225,19,true,11.0
488,3578445162904174,11198.62,795,424377.19,error: undefined method `first' for nil:NilClass,114486.63,error: undefined method `first' for nil:NilClass,83,34.65,0.235,5,true,29.1
489,5602229981436336,30399.65,753,393911.87,error: undefined method `first' for nil:NilClass,87020.88,error: undefined method `first' for nil:NilClass,61,27.97,0.569,10,false,7.5
490,374622510422438,43691.18,609,427687.43,error: undefined method `first' for nil:NilClass,162472.61,error: undefined method `first' for nil:NilClass,79,25.93,0.347,21,true,4.9
491,4936810547980416953,29144.89,745,311205.67,error: undefined method `first' for nil:NilClass,60660.27,error: undefined method `first' for nil:NilClass,47,26.65,0.383,3,true,17.4
492,3553230764799738,32368.48,482,495377.54,error: undefined method `first' for nil:NilClass,192472.97,error: undefined method `first' for nil:NilClass,63,22.39,0.515,5,true,35.7
493,3566693135209072,45709.31,425,322333.87,error: undefined method `first' for nil:NilClass,85938.03,error: undefined method `first' for nil:NilClass,14,34.34,0.812,18,true,17.1
494,4844985128886797,22690.72,377,320856.64,error: undefined method `first' for nil:NilClass,155785.03,error: undefined method `first' for nil:NilClass,10,29.84,0.06,19,false,31.7
495,6387783150482223,3167.65,756,133720.89,error: undefined method `first' for nil:NilClass,68130.57,error: undefined method `first' for nil:NilClass,30,13.8,0.928,4,true,10.2
496,3538689296384147,44558.83,733,92320.23,error: undefined method `first' for nil:NilClass,64377.49,error: undefined method `first' for nil:NilClass,30,7.0,0.624,23,true,19.2
497,4175009108190101,25976.1,603,61481.7,error: undefined method `first' for nil:NilClass,60248.84,error: undefined method `first' for nil:NilClass,16,30.65,0.262,3,true,17.0
498,3540370779810678,12040.08,488,470746.3,error: undefined method `first' for nil:NilClass,62243.07,error: undefined method `first' for nil:NilClass,53,28.92,0.89,16,false,21.0
499,6706918125771516,21047.85,628,392006.04,error: undefined method `first' for nil:NilClass,132598.74,error: undefined method `first' for nil:NilClass,10,24.88,0.503,11,false,24.5
500,675912972659379305,24849.51,696,88864.54,error: undefined method `first' for nil:NilClass,61763.48,error: undefined method `first' for nil:NilClass,62,29.07,0.162,11,true,28.5
501,56022324459867339,34522.63,558,390775.9,error: undefined method `first' for nil:NilClass,166840.66,error: undefined method `first' for nil:NilClass,42,19.84,0.744,22,false,26.1
502,3572022685581767,21644.82,410,398486.47,error: undefined method `first' for nil:NilClass,157522.07,error: undefined method `first' for nil:NilClass,44,24.77,0.367,24,true,21.6
503,3574479860695655,5286.71,490,490758.41,error: undefined method `first' for nil:NilClass,177270.31,error: undefined method `first' for nil:NilClass,38,17.61,0.938,23,false,29.3
504,3566066986572270,18319.83,391,290751.38,error: undefined method `first' for nil:NilClass,142704.28,error: undefined method `first' for nil:NilClass,39,31.44,0.807,15,true,28.1
505,3551424426147251,40718.75,355,261956.17,error: undefined method `first' for nil:NilClass,153295.86,error: undefined method `first' for nil:NilClass,26,7.97,0.33,5,true,8.6
506,3531809395838390,39612.06,718,125656.83,error: undefined method `first' for nil:NilClass,41302.08,error: undefined method `first' for nil:NilClass,52,12.73,0.589,21,true,9.3
507,3568916731130360,22880.13,353,196216.42,error: undefined method `first' for nil:NilClass,61194.8,error: undefined method `first' for nil:NilClass,81,10.65,0.072,6,true,25.1
508,3571385671797932,6186.88,435,272245.17,error: undefined method `first' for nil:NilClass,21248.82,error: undefined method `first' for nil:NilClass,45,22.11,0.577,13,false,17.4
509,5100130227117465,48182.27,747,458459.46,error: undefined method `first' for nil:NilClass,193401.12,error: undefined method `first' for nil:NilClass,35,28.92,0.085,21,true,14.0
510,3566591039224884,20122.54,536,208998.45,error: undefined method `first' for nil:NilClass,82182.45,error: undefined method `first' for nil:NilClass,65,3.33,0.949,19,false,25.3
511,3568158150911141,3256.19,765,489171.19,error: undefined method `first' for nil:NilClass,196828.94,error: undefined method `first' for nil:NilClass,45,32.56,0.69,10,false,22.1
512,3586402013668698,10156.22,735,398170.96,error: undefined method `first' for nil:NilClass,23747.82,error: undefined method `first' for nil:NilClass,39,32.61,0.725,18,true,36.3
513,4041371415795,13904.4,662,381146.23,error: undefined method `first' for nil:NilClass,22134.73,error: undefined method `first' for nil:NilClass,20,2.68,0.019,12,true,38.2
514,4041591913346798,17720.03,482,24869.52,error: undefined method `first' for nil:NilClass,2144.31,error: undefined method `first' for nil:NilClass,51,1.55,0.841,3,true,32.3
515,3539899450402507,44678.79,526,266777.04,error: undefined method `first' for nil:NilClass,70825.57,error: undefined method `first' for nil:NilClass,25,6.62,0.921,22,false,30.7
516,560221221228198964,40643.6,317,423371.09,error: undefined method `first' for nil:NilClass,175064.31,error: undefined method `first' for nil:NilClass,43,1.32,0.995,24,false,39.1
517,3555337222095357,31857.05,475,23383.66,error: undefined method `first' for nil:NilClass,116656.84,error: undefined method `first' for nil:NilClass,48,32.77,0.633,15,false,2.7
518,5313739654615750,23370.62,750,60704.32,error: undefined method `first' for nil:NilClass,98505.05,error: undefined method `first' for nil:NilClass,84,8.24,0.595,1,true,6.3
519,56022214014996519,32241.6,711,315244.98,error: undefined method `first' for nil:NilClass,149807.76,error: undefined method `first' for nil:NilClass,71,24.41,0.323,17,true,11.1
520,6762181992619331,23272.26,608,341234.42,error: undefined method `first' for nil:NilClass,118118.37,error: undefined method `first' for nil:NilClass,64,3.01,0.652,12,true,19.8
